dataset,model,prompt,trait,n,qwk,kendall_tau,kendall_w,pearson,r2_score,rmse,bias,std_human,std_llm,exact_match_rate,within_0.5_rate,within_1.0_rate,len_bias_delta,spearman,mae,len_corr_human,len_corr_llm
DREsS_New,meta.llama3-1-70b-instruct-v1:0,Guidelines,organization,1977,0.32694291509532547,0.2744487736473209,0.6691053623307461,0.3349253357997558,-0.2224015677155471,0.9254590516315881,-0.14592817400101163,0.8372595750482554,0.7421916334794475,0.22964087000505817,0.5983813859382904,0.8295397066262014,-0.042436389914344785,0.3382107246614922,0.7099140111279717,0.4332365923320264,0.3908002024176816
DREsS_New,meta.llama3-1-70b-instruct-v1:0,Keywords,organization,1979,0.3265532676577704,0.2662905593843083,0.6639748566574795,0.328324788980024,-0.30828010385557914,0.9572731611209658,0.0808489135927236,0.8371345530138851,0.808747812729308,0.2203132895401718,0.5917129863567459,0.8170793329964628,-0.09641486320107046,0.32794971331495887,0.7337038908539667,0.43152087646729215,0.3351060132662217
DREsS_New,meta.llama3-1-8b-instruct-v1:0,Keywords,content,1979,0.2619012311756085,0.2777578432910094,0.6645540727336978,0.3315445125027963,0.06696708083339142,0.8520551500795944,-0.10737746336533603,0.8823257945648108,0.4405316968252093,0.21172309247094492,0.6265790803436079,0.8585144012127337,-0.06117498124785675,0.32910814546739553,0.6707933299646286,0.46791617924588197,0.4067411979980252
DREsS_New,meta.llama3-1-8b-instruct-v1:0,Guidelines,content,1979,0.28368487642670415,0.32185557441648494,0.6928871287156817,0.3881849927302643,-0.03742480485029209,0.8984574957405329,-0.3617988883274381,0.8823257945648108,0.46692693759325593,0.21677614957049016,0.5927235977766548,0.8347650328448711,0.007922406860702835,0.38577425743136345,0.7049014653865588,0.46791617924588197,0.4758385861065848
DREsS_New,meta.llama3-1-8b-instruct-v1:0,Keywords,language,1979,0.20904884457156148,0.31837393054095614,0.6899458943322465,0.35027517531458696,-1.200355899049696,1.0784067374883808,-0.7599797877716018,0.7271866210016715,0.6036671786008893,0.15209701869631126,0.43911066195048004,0.7251136937847398,0.027214675498762164,0.3798917886644929,0.8928751894896413,0.3986993279580344,0.4259140034567966
DREsS_New,meta.llama3-1-8b-instruct-v1:0,Guidelines,language,1979,0.177721250364838,0.36795018964606674,0.7160141573041713,0.40811177998962134,-1.6315357862847222,1.179344719176638,-0.9519959575543203,0.7271866210016715,0.5067179946177477,0.10358767054067711,0.3739262253663466,0.6462860030318343,0.047115917086635706,0.4320283146083425,1.0080848913592724,0.3986993279580344,0.4458152450446701
DREsS_New,meta.llama3-1-8b-instruct-v1:0,Keywords,organization,1979,0.2524161176623666,0.30216134561885466,0.6832388167733655,0.3341373405047019,-0.5367872573688159,1.037510235434148,-0.5631632137443153,0.8371345530138851,0.6499967192579461,0.17230924709449216,0.47751389590702376,0.7594744820616472,0.04767887782885005,0.366477633546731,0.8431025770591207,0.43152087646729215,0.4791997542961422
DREsS_New,meta.llama3-1-8b-instruct-v1:0,Guidelines,organization,1979,0.19448997162817305,0.31009540794220997,0.6843867921847531,0.36340690780487134,-0.9056089850204094,1.155320316122274,-0.8221323900960081,0.8371345530138851,0.5299466451310445,0.13340070742799393,0.3870641738251642,0.6821627084386054,0.045027777650853584,0.36877358436950625,0.9686710459828196,0.43152087646729215,0.47654865411814573
DREsS_New,openai.gpt-oss-120b-1:0,Keywords,content,1979,0.1025189338397271,0.2176100050125772,0.6335143265764881,0.24616811733856922,-1.6429168072234592,1.4340390207687579,-1.1048509348155635,0.8823257945648108,0.5410400999110804,0.10156644770085901,0.3097524002021223,0.5492673067205659,-0.29110017299892643,0.26702865315297614,1.206922688226377,0.46791617924588197,0.1768160062469555
DREsS_New,openai.gpt-oss-120b-1:0,Guidelines,content,1979,0.08660062150061687,0.22822674434000417,0.639221496743871,0.25834884577189265,-2.1293213010155525,1.5604300336264216,-1.2771601819100555,0.8823257945648108,0.5066440048933475,0.07579585649317837,0.2516422435573522,0.470944921677615,-0.2827649206417905,0.278442993487742,1.345376452753916,0.46791617924588197,0.18515125860409148
DREsS_New,openai.gpt-oss-120b-1:0,Keywords,language,1979,0.05172611889023104,0.27953791603829337,0.6620442700147894,0.32235632231255795,-4.4674278938476855,1.6999167711398182,-1.5510358767054069,0.7271866210016715,0.33638673463068275,0.029307731177362305,0.13087417887822134,0.3163213744315311,-0.24141970508812338,0.3240885400295788,1.5586154623547246,0.3986993279580344,0.15727962286991104
DREsS_New,openai.gpt-oss-120b-1:0,Guidelines,language,1979,0.04735000659638333,0.2837978223986537,0.6650998670621822,0.3284202759922804,-5.285331205443174,1.822637117933386,-1.6849418898433552,0.7271866210016715,0.34586034108604136,0.017180394138453764,0.09247094492167761,0.25315816068721575,-0.2476002999806905,0.3301997341243644,1.691510864072764,0.3986993279580344,0.15109902797734392
DREsS_New,openai.gpt-oss-120b-1:0,Keywords,organization,1979,0.12670990079061017,0.2855662681597438,0.671491438151852,0.34728987310668147,-1.613313855096132,1.352948607416504,-1.0894391106619505,0.8371345530138851,0.4570005662000117,0.08388074785245073,0.28448711470439614,0.5341081354219303,-0.24338453859685472,0.34298287630370405,1.177867609903992,0.43152087646729215,0.18813633787043743
DREsS_New,openai.gpt-oss-120b-1:0,Guidelines,organization,1979,0.1145192476775232,0.2755543288817501,0.6677268734078285,0.3424509750543975,-2.233908263335317,1.5050445745221754,-1.2635169277412834,0.8371345530138851,0.5112036219157308,0.07074279939363315,0.23395654370894392,0.45679636179888833,-0.24324413601881512,0.3354537468156571,1.3211217786760991,0.43152087646729215,0.18827674044847703
DREsS_New,openai.gpt-oss-20b-1:0,Guidelines,content,1978,0.10984511565927679,0.21729496015186628,0.6341359708933838,0.2513006062274912,-1.6222509654668142,1.428662607230371,-1.0917593528816987,0.8824748964292747,0.5681568580642845,0.09656218402426693,0.313953488372093,0.5601617795753286,-0.2776117421635157,0.26827194178676766,1.2009605662285137,0.4678316036550283,0.19021986149151263
DREsS_New,openai.gpt-oss-20b-1:0,Keywords,content,1979,0.12165826573494198,0.2007448113715972,0.6233083857815901,0.22243916532598576,-1.1878461142664376,1.3047509098815706,-0.8938858009095503,0.8823257945648108,0.601011245182038,0.1298635674583123,0.3815058110156645,0.6331480545730167,-0.3180515245251829,0.2466167715631802,1.0672056594239514,0.46791617924588197,0.14986465472069904
DREsS_New,openai.gpt-oss-20b-1:0,Guidelines,language,1978,0.041937819039374324,0.21307465434952563,0.6252323046180116,0.24387030182792785,-4.70874686482988,1.7374423050557308,-1.575834175935288,0.7273606596002299,0.3726608987269819,0.030333670374115267,0.12841253791708795,0.32103134479271994,-0.25053381557738225,0.25046460923602326,1.5864509605662285,0.39867087799371465,0.1481370624163324
DREsS_New,openai.gpt-oss-20b-1:0,Keywords,language,1979,0.057791933612515556,0.22743459113564501,0.6346075300442175,0.2619420649953786,-3.685615581682624,1.5736909749017165,-1.3931278423446185,0.7271866210016715,0.3989309214292725,0.04598281960586155,0.17887822132390097,0.4108135421930268,-0.2929579604195809,0.269215060088435,1.4143506821627085,0.3986993279580344,0.1057413675384535
DREsS_New,openai.gpt-oss-20b-1:0,Guidelines,organization,1978,0.13482971841237879,0.2131805666006326,0.6324970290509841,0.26398907941488425,-1.4773349633541861,1.3171306559384846,-0.9646107178968655,0.8370401708313351,0.6120672048065461,0.11425682507583418,0.35085945399393326,0.5930232558139535,-0.24743438093865552,0.26499405810196824,1.1061678463094033,0.4313789378364063,0.18394455689775077
DREsS_New,openai.gpt-oss-20b-1:0,Keywords,organization,1979,0.1522935600396913,0.2236374642949623,0.6389401612924575,0.27317798271860816,-1.1173433166893436,1.2178145420040456,-0.842344618494189,0.8371345530138851,0.5828367361590272,0.1101566447700859,0.4012127337038909,0.6568974229408793,-0.3110403987359051,0.277880322584915,1.0171803941384538,0.43152087646729215,0.12048047773138704
DREsS_Std,meta.llama3-1-405b-instruct-v1:0,Guidelines,content,6508,0.40779053411334976,0.3582221725448827,0.7242380936064026,0.4503544329109206,-0.05584921075928939,1.047144365064858,-0.3504404835140852,1.0191520419994435,0.8408747213728242,0.07744314689612784,0.41472034419176396,0.722341733251383,0.18849280965961862,0.44847618721280513,0.8165505702369562,0.3153389991257786,0.5038318087853972
DREsS_Std,meta.llama3-1-405b-instruct-v1:0,Keywords,content,6508,0.4287502541697854,0.34958950068414235,0.7182380493061469,0.44311290581817225,0.05784902097693423,0.9891584425530191,-0.0846906371711227,1.0191520419994435,0.8213051687350987,0.08696988322065151,0.4204056545789797,0.7627535341118623,0.15593623460638872,0.4364760986122938,0.7636840128390527,0.3153389991257786,0.47127523373216734
DREsS_Std,meta.llama3-1-405b-instruct-v1:0,Guidelines,language,6508,0.35909198347855964,0.5000889472086436,0.8159044859088675,0.6128744778465502,-1.0603905003769913,1.1659425859763748,-0.929202519974937,0.8123361204068879,0.7877836852135082,0.013982790411800861,0.2676705593116165,0.5842040565457898,-0.04713118734210625,0.6318089718177351,0.9897754046397254,0.4987112726482724,0.45158008530616617
DREsS_Std,meta.llama3-1-405b-instruct-v1:0,Keywords,language,6508,0.42634611447533854,0.4900487552578273,0.8119968367494609,0.6170696505327196,-0.5018160075160325,0.9954300802576778,-0.7095497848796695,0.8123361204068879,0.7821142862938733,0.0215119852489244,0.3781499692685925,0.6960663798401967,-0.04589869311348027,0.6239936734989218,0.8183240285561701,0.4987112726482724,0.45281257953479215
DREsS_Std,meta.llama3-1-405b-instruct-v1:0,Guidelines,organization,6508,0.2978633450813264,0.3357437611612871,0.7097613030214207,0.4180160220596611,-0.6701182580487093,1.2259944337377269,-0.7626297548419552,0.948742280483871,0.8194028076018292,0.03795328826060233,0.3905961893054702,0.6378303626306084,0.25594221613493284,0.4195226060428414,0.9674972683272725,0.22313408565140588,0.4790763017863387
DREsS_Std,meta.llama3-1-405b-instruct-v1:0,Keywords,organization,6508,0.34993905676655235,0.34568539559349803,0.7148772042644547,0.43622160956335776,-0.360205688810433,1.106412770622741,-0.5833119920884211,0.948742280483871,0.8078186353754685,0.0582360172095882,0.4397664413030117,0.6994468346650277,0.21331411158339306,0.42975440852890934,0.8562751826843714,0.22313408565140588,0.43644819723479894
DREsS_Std,meta.llama3-1-70b-instruct-v1:0,Guidelines,content,6502,0.46114460106717814,0.37646015038143044,0.7320088455324987,0.4824145973735794,0.16578095232024614,0.9309356709176112,-0.0034092074299190028,1.0193258082809513,0.7554490830066962,0.08735773608120578,0.4266379575515226,0.7937557674561674,0.2659697899291837,0.46401769106499746,0.7223332991593014,0.3154400284211491,0.5814098183503328
DREsS_Std,meta.llama3-1-70b-instruct-v1:0,Keywords,content,6498,0.451318343507741,0.38226280727668177,0.7339062825427305,0.48144749530393105,0.14790899918398215,0.9412317338337101,0.17667829416926578,1.0197342162381946,0.7276044643986113,0.07356109572176055,0.4050477069867652,0.7948599569098184,0.22906981671951676,0.4678125650854609,0.7331144625752711,0.31540235610416856,0.5444721728236853
DREsS_Std,meta.llama3-1-70b-instruct-v1:0,Guidelines,language,6502,0.44175510472665036,0.5121990050923155,0.821678275939807,0.6264692425627207,-0.38116635117409503,0.9547438458991793,-0.6651073174060117,0.812451177798803,0.7701644114934861,0.01845585973546601,0.3943402030144571,0.7091664103352815,-0.025012694579844896,0.643356551879614,0.790793003871954,0.4988243084821107,0.4738116139022658
DREsS_Std,meta.llama3-1-70b-instruct-v1:0,Keywords,language,6498,0.4960194718606705,0.5147220477794364,0.8231462597512685,0.6358168302247224,-0.12834222470544687,0.8633622697434253,-0.5375831452407236,0.8128418680095539,0.7675345531960351,0.023084025854108958,0.46968297937827025,0.7630040012311481,-0.030643412518255697,0.6462925195025371,0.7009923993803222,0.49877967574570736,0.46813626322745167
DREsS_Std,meta.llama3-1-70b-instruct-v1:0,Guidelines,organization,6502,0.37213124285041066,0.3628077474594071,0.7234317342318292,0.4559111106623398,-0.15254855762961617,1.0185895444273865,-0.4837272292388667,0.9488618762225954,0.733357788769956,0.09135650569055676,0.4781605659796986,0.7225469086434944,0.2809276872846115,0.4468634684636583,0.7860871868379301,0.22320923582923513,0.5041369231138466
DREsS_Std,meta.llama3-1-70b-instruct-v1:0,Keywords,organization,6498,0.41321811491877836,0.3680693199762201,0.7263324514506816,0.46528868960951764,-0.015704141345567857,0.9566325213134381,-0.3420454156938203,0.9492813517400012,0.7453812089102999,0.10603262542320714,0.49122807017543857,0.7602339181286549,0.2269401584511637,0.45266490290136313,0.7325245374532334,0.22306428373861706,0.45000444218978075
DREsS_Std,meta.llama3-1-8b-instruct-v1:0,Guidelines,content,6494,0.2741004740161683,0.323034135995962,0.6981244644083481,0.4098690838632486,-0.19352201526873447,1.1136942029703596,-0.5882823461039249,1.0194928461424122,0.5899531304007134,0.1019402525408069,0.3920542038805051,0.670773021250385,0.24820907426393213,0.3962489288166962,0.8812536358218526,0.31500117538185546,0.5632102496457876
DREsS_Std,meta.llama3-1-8b-instruct-v1:0,Keywords,content,6496,0.3525454629481024,0.332904686938863,0.7031654054510011,0.4215763496405431,0.050590198975570044,0.9926888764934894,-0.2884937739530309,1.0188722418547183,0.6503013860749884,0.11714901477832512,0.3851600985221675,0.7640086206896551,0.22245724961497426,0.4063308109020023,0.7785303776676931,0.3147407189110497,0.537197968526024
DREsS_Std,meta.llama3-1-8b-instruct-v1:0,Guidelines,language,6494,0.20369465068710668,0.4310277077927307,0.7700248794816761,0.5349067399977302,-1.5010094355003178,1.2835863309513957,-1.0747516938708381,0.8117099305652599,0.5832719459137974,0.007237449953803511,0.21635355712965815,0.506005543578688,-0.07646599839200918,0.5400497589633522,1.1100727594799815,0.49895625299156443,0.42249025459955525
DREsS_Std,meta.llama3-1-8b-instruct-v1:0,Keywords,language,6496,0.27009329903650925,0.3990131399462287,0.7507507768963358,0.49393971773247425,-1.1324349054398692,1.1851326559003692,-0.904223111658029,0.8116382468763501,0.69918680848618,0.012007389162561576,0.29679802955665024,0.5977524630541872,-0.09942458521570907,0.5015015537926717,0.9896859606018918,0.49895360889491835,0.3995290236792093
DREsS_Std,meta.llama3-1-8b-instruct-v1:0,Guidelines,organization,6494,0.16747487064916633,0.2631824270370281,0.6612974760431349,0.3343056476656239,-1.1136348401381562,1.3791853824377973,-1.0031310953804538,0.9487266642818584,0.6278565758145727,0.030643671080997845,0.3524792115799199,0.5369571912534647,0.30959758841724216,0.3225949520862698,1.1240632378499127,0.22317311345977375,0.5327707018770159
DREsS_Std,meta.llama3-1-8b-instruct-v1:0,Keywords,organization,6496,0.20236074910235058,0.26829847473722745,0.6654378713902771,0.3362866880859504,-0.899874190360016,1.306349174392108,-0.882863813639265,0.9478296367055756,0.6799323935298661,0.04187192118226601,0.38485221674876846,0.5678879310344828,0.2750585369738414,0.3308757427805541,1.0494962711983442,0.2228469035715512,0.49790544054539265
DREsS_Std,openai.gpt-oss-120b-1:0,Guidelines,content,6508,0.09280191086056888,0.21661309872670817,0.6317146262879815,0.29140869290451205,-1.6955179445738975,1.6731185869605092,-1.3425271460832309,1.0191520419994435,0.5129340047803358,0.010141364474492931,0.2115857406269207,0.38214505224339274,-0.016199244789211864,0.263429252575963,1.4335177217767363,0.3153389991257786,0.29913975433656675
DREsS_Std,openai.gpt-oss-120b-1:0,Keywords,content,6508,0.11767011164690411,0.23092063230123971,0.6404709285141394,0.299375829791219,-1.1279227595300765,1.4865637560161462,-1.1040514238951546,1.0191520419994435,0.5184530090398816,0.020282728948985862,0.2933312845728334,0.4451444376152428,-0.057886910495118626,0.2809418570282789,1.2479256299795638,0.3153389991257786,0.25745208863066
DREsS_Std,openai.gpt-oss-120b-1:0,Guidelines,language,6508,0.058889149651368156,0.360703241954227,0.7170533922336949,0.4431159482255599,-3.5429845933750386,1.73130278537608,-1.5704901659491226,0.8123361204068879,0.3329008702406649,0.0,0.07267977873386601,0.24308543331284574,-0.2946617909850898,0.43410678446738976,1.5788559379980536,0.4987112726482724,0.20404948166318262
DREsS_Std,openai.gpt-oss-120b-1:0,Keywords,language,6508,0.07142294760252199,0.3772497469691501,0.7286450640319465,0.4667917942825407,-3.1515689099181445,1.6550401017272067,-1.4908958205281022,0.8123361204068879,0.36013337838610077,0.0,0.08835279655808236,0.2787338660110633,-0.2997997522559934,0.457290128063893,1.501199378550024,0.4987112726482724,0.198911520392279
DREsS_Std,openai.gpt-oss-120b-1:0,Guidelines,organization,6508,0.06108990843257811,0.2109177814194372,0.6255224289142084,0.27805719242592,-2.949037519084202,1.8852133930292585,-1.6390894966981324,0.948742280483871,0.45623492439969365,0.0038414259373079286,0.11078672403196066,0.3108481868469576,0.0023583392032370254,0.25104485782841673,1.6574685856926687,0.22313408565140588,0.2254924248546429
DREsS_Std,openai.gpt-oss-120b-1:0,Keywords,organization,6508,0.08313829665978878,0.23019546561185422,0.6389333125498303,0.29838430242600156,-2.3115650162726826,1.7263606546773438,-1.455315679857321,0.948742280483871,0.48933682725700745,0.009987707437000615,0.1693300553165335,0.3781499692685925,0.0003388214309722748,0.27786662509966065,1.487856825802892,0.22313408565140588,0.22347290708237816
DREsS_Std,openai.gpt-oss-20b-1:0,Guidelines,content,6497,0.13152079619590729,0.25501555423165195,0.6555071469296001,0.32721639802716534,-1.1755667386585062,1.5037995710349914,-1.1354984351820328,1.0196172555088998,0.5431572802191188,0.022779744497460366,0.2845928890257042,0.4669847621979375,-0.03683566593018178,0.3110142938592003,1.2548612179931764,0.315347597307686,0.27851193137750424
DREsS_Std,openai.gpt-oss-20b-1:0,Keywords,content,6494,0.16282711907058522,0.25539738391653677,0.6576734668372164,0.3228906013308799,-0.7189955996639368,1.3363862563791429,-0.8960322348902063,1.0193611057913918,0.5581472162363347,0.05358792731752387,0.35170927009547276,0.5452725592854943,-0.0918233608392755,0.3153469336744327,1.0845652396965917,0.31495420678224206,0.22313084594296656
DREsS_Std,openai.gpt-oss-20b-1:0,Guidelines,language,6497,0.07411805984941922,0.36314180856205736,0.7213905022640721,0.45166840069697095,-2.7985755418717555,1.583621953335333,-1.4079532433768576,0.812595765962464,0.36573214160749257,0.0009235031553024473,0.11097429582884408,0.3383099892257965,-0.2940856733301579,0.44278100452814406,1.4212157748093137,0.49861502906544153,0.2045293557352836
DREsS_Std,openai.gpt-oss-20b-1:0,Keywords,language,6494,0.09114720913965957,0.356717603711537,0.7199595369238057,0.4451808491071343,-2.197059864732647,1.452109338061936,-1.2564140403104063,0.8121895076434468,0.3963400120944297,0.0024638127502309825,0.16060979365568218,0.42377579303972895,-0.3084932771960578,0.4399190738476112,1.2790439037829446,0.49880985196666566,0.19031657477060784
DREsS_Std,openai.gpt-oss-20b-1:0,Guidelines,organization,6497,0.09782353926618426,0.23036930912210155,0.6406175209941775,0.30418329934632227,-2.130995386239989,1.6792028560389107,-1.3903895815266192,0.949063728308686,0.5519289425014027,0.015391719255040789,0.1973218408496229,0.40557180237032475,-0.062233893392718675,0.28123504198835486,1.4319386725627556,0.22312294997319257,0.1608890565804739
DREsS_Std,openai.gpt-oss-20b-1:0,Keywords,organization,6494,0.12656381644903147,0.2634569379837586,0.6609459167369405,0.33770682620510073,-1.614341035655133,1.533483007427557,-1.2249811792184748,0.9484867945182683,0.5528914233762141,0.025562057283646442,0.24668925161687713,0.47105020018478594,-0.07495190109155755,0.32189183347388106,1.2862000821350474,0.22290754963044407,0.14795564853888651
